product_id,question_id,question_text,question_date,answer_id,answer_text,answer_date,answer_helpful_yes,answer_helpful_no
1,1-1,Aut voluptatem ratione rerum aspernatur dolorum tenetur in voluptas?,7 months ago,1-1-1,Recusandae labore illo iste enim quod!,7 months ago,11,9
1,1-1,Aut voluptatem ratione rerum aspernatur dolorum tenetur in voluptas?,7 months ago,1-1-2,Illo odio ut magni!,3 months ago,11,5
1,1-1,Aut voluptatem ratione rerum aspernatur dolorum tenetur in voluptas?,7 months ago,1-1-3,Quod quia est illum qui vel qui dolores est ea!,11 months ago,6,5
1,1-1,Aut voluptatem ratione rerum aspernatur dolorum tenetur in voluptas?,7 months ago,1-1-4,Omnis omnis placeat est nostrum!,1 months ago,11,9
1,1-1,Aut voluptatem ratione rerum aspernatur dolorum tenetur in voluptas?,7 months ago,1-1-5,Sunt inventore ut non quasi sit voluptas laudantium aut!,2 months ago,10,7
1,1-1,Aut voluptatem ratione rerum aspernatur dolorum tenetur in voluptas?,7 months ago,1-1-6,Eveniet et sunt earum praesentium eius vero!,7 months ago,7,7
1,1-1,Aut voluptatem ratione rerum aspernatur dolorum tenetur in voluptas?,7 months ago,1-1-7,Consequatur doloremque expedita eos et cum error earum maxime fuga!,10 months ago,5,9
1,1-1,Aut voluptatem ratione rerum aspernatur dolorum tenetur in voluptas?,7 months ago,1-1-8,Voluptatibus doloremque consequatur quisquam eum est consequatur dolorem!,5 months ago,6,2
1,1-1,Aut voluptatem ratione rerum aspernatur dolorum tenetur in voluptas?,7 months ago,1-1-9,Veritatis quia adipisci harum!,2 months ago,7,10
1,1-1,Aut voluptatem ratione rerum aspernatur dolorum tenetur in voluptas?,7 months ago,1-1-10,Quidem soluta eum at saepe quia adipisci alias rerum!,0 months ago,4,9
1,1-1,Aut voluptatem ratione rerum aspernatur dolorum tenetur in voluptas?,7 months ago,1-1-11,Minus dignissimos earum quaerat qui labore consequatur asperiores quos!,9 months ago,7,2
1,1-2,Non deleniti non debitis illo eligendi repellat ut eaque?,6 months ago,1-2-1,Vel qui nostrum est voluptate fuga eos dolor!,8 months ago,8,1
1,1-2,Non deleniti non debitis illo eligendi repellat ut eaque?,6 months ago,1-2-2,Distinctio quae rerum quaerat omnis!,8 months ago,9,10
1,1-2,Non deleniti non debitis illo eligendi repellat ut eaque?,6 months ago,1-2-3,Ipsa consequatur quis qui est iste voluptatem!,1 months ago,5,9
1,1-2,Non deleniti non debitis illo eligendi repellat ut eaque?,6 months ago,1-2-4,Molestiae non quod perferendis incidunt porro!,0 months ago,4,6
1,1-3,Maiores corrupti ut labore ab?,1 months ago,1-3-1,Tempore sunt non consequatur quis temporibus sed ex sunt!,4 months ago,4,1
1,1-3,Maiores corrupti ut labore ab?,1 months ago,1-3-2,Dolores voluptatum sunt atque praesentium molestias qui!,10 months ago,5,4
1,1-3,Maiores corrupti ut labore ab?,1 months ago,1-3-3,Voluptas nihil et aut!,8 months ago,9,8
1,1-3,Maiores corrupti ut labore ab?,1 months ago,1-3-4,Deserunt sequi rem ut quibusdam eum fugiat!,1 months ago,8,5
1,1-3,Maiores corrupti ut labore ab?,1 months ago,1-3-5,Aut sapiente aut commodi quae eos dicta ea!,0 months ago,11,3
1,1-3,Maiores corrupti ut labore ab?,1 months ago,1-3-6,Et et quia ratione dolor natus qui rem et impedit!,7 months ago,8,7
1,1-3,Maiores corrupti ut labore ab?,1 months ago,1-3-7,Voluptatem ut est aliquam voluptas aperiam!,6 months ago,8,10
1,1-3,Maiores corrupti ut labore ab?,1 months ago,1-3-8,Eius ducimus nam ullam qui magnam eos at autem!,3 months ago,7,1
1,1-3,Maiores corrupti ut labore ab?,1 months ago,1-3-9,Et atque perferendis voluptate qui velit ullam maiores dolorum ad!,3 months ago,7,4
1,1-3,Maiores corrupti ut labore ab?,1 months ago,1-3-10,Neque et sed!,7 months ago,3,2
1,1-4,Porro quisquam cumque?,7 months ago,1-4-1,Vel vitae sit dolor non autem!,3 months ago,6,3
1,1-4,Porro quisquam cumque?,7 months ago,1-4-2,Error dolor accusamus laudantium et libero vero!,4 months ago,9,4
1,1-4,Porro quisquam cumque?,7 months ago,1-4-3,Omnis nam eius est!,8 months ago,2,11
1,1-4,Porro quisquam cumque?,7 months ago,1-4-4,Enim assumenda quisquam et harum ut ea itaque voluptate!,3 months ago,7,4
1,1-4,Porro quisquam cumque?,7 months ago,1-4-5,Quibusdam quis incidunt architecto!,1 months ago,11,1
1,1-4,Porro quisquam cumque?,7 months ago,1-4-6,Fugiat perferendis eum consequuntur vitae eos sunt harum quisquam!,1 months ago,8,6
1,1-4,Porro quisquam cumque?,7 months ago,1-4-7,Eius porro velit quibusdam perferendis enim doloremque harum ea occaecati!,10 months ago,9,6
1,1-4,Porro quisquam cumque?,7 months ago,1-4-8,Odio sapiente ut similique vel aut omnis ut!,3 months ago,4,1
1,1-5,Recusandae iusto aut sint cum nulla molestiae aliquam debitis dolorem?,2 months ago,1-5-1,Tenetur beatae quisquam!,7 months ago,2,4
1,1-5,Recusandae iusto aut sint cum nulla molestiae aliquam debitis dolorem?,2 months ago,1-5-2,Nesciunt illo quia totam sint neque voluptatibus possimus voluptatem beatae!,6 months ago,2,8
2,2-1,Veritatis perspiciatis eveniet similique assumenda nihil?,5 months ago,2-1-1,Natus deserunt labore autem voluptates ullam rerum eaque cumque!,9 months ago,3,11
2,2-2,Vel id dolores sequi veniam ratione dicta explicabo est?,8 months ago,2-2-1,Nam doloribus sapiente magni minus enim quia!,7 months ago,9,7
2,2-2,Vel id dolores sequi veniam ratione dicta explicabo est?,8 months ago,2-2-2,Ipsum quia maiores voluptatem aperiam modi!,11 months ago,10,6
2,2-2,Vel id dolores sequi veniam ratione dicta explicabo est?,8 months ago,2-2-3,Temporibus earum error aliquam praesentium voluptate dolor enim voluptatum!,10 months ago,3,4
2,2-2,Vel id dolores sequi veniam ratione dicta explicabo est?,8 months ago,2-2-4,Voluptatem eius qui nesciunt!,9 months ago,8,11
2,2-2,Vel id dolores sequi veniam ratione dicta explicabo est?,8 months ago,2-2-5,Ut aut facilis autem consequatur delectus quasi repellat dignissimos!,7 months ago,9,1
2,2-2,Vel id dolores sequi veniam ratione dicta explicabo est?,8 months ago,2-2-6,Nam et vel fuga!,9 months ago,6,5
2,2-2,Vel id dolores sequi veniam ratione dicta explicabo est?,8 months ago,2-2-7,Nobis eligendi porro quia!,4 months ago,5,7
2,2-2,Vel id dolores sequi veniam ratione dicta explicabo est?,8 months ago,2-2-8,Et deserunt occaecati id ea et!,4 months ago,1,3
2,2-3,Beatae praesentium corrupti?,1 months ago,2-3-1,Sit a numquam qui officiis explicabo quia!,4 months ago,3,4
2,2-3,Beatae praesentium corrupti?,1 months ago,2-3-2,Omnis esse repudiandae rerum atque corporis minus aliquam et et!,4 months ago,4,2
2,2-3,Beatae praesentium corrupti?,1 months ago,2-3-3,Architecto ea corporis tempora soluta!,0 months ago,6,4
2,2-3,Beatae praesentium corrupti?,1 months ago,2-3-4,Vel hic placeat amet natus et quis molestias omnis ut!,2 months ago,9,8
2,2-3,Beatae praesentium corrupti?,1 months ago,2-3-5,Eius dolorem quo fugiat non eos!,5 months ago,10,11
2,2-3,Beatae praesentium corrupti?,1 months ago,2-3-6,Omnis fuga laudantium esse exercitationem recusandae!,4 months ago,4,9
2,2-3,Beatae praesentium corrupti?,1 months ago,2-3-7,Ut error in magnam deserunt harum incidunt!,0 months ago,5,5
2,2-4,At molestiae impedit in quasi?,1 months ago,2-4-1,Impedit blanditiis consectetur!,1 months ago,9,1
2,2-4,At molestiae impedit in quasi?,1 months ago,2-4-2,Ut aspernatur est nemo nam laudantium voluptatibus eos inventore ut!,8 months ago,11,11
2,2-4,At molestiae impedit in quasi?,1 months ago,2-4-3,Enim omnis consectetur praesentium quia atque!,1 months ago,1,9
2,2-4,At molestiae impedit in quasi?,1 months ago,2-4-4,Eligendi aut nisi!,0 months ago,4,8
2,2-4,At molestiae impedit in quasi?,1 months ago,2-4-5,Minima qui sint sapiente illo repellendus corporis!,8 months ago,5,10
2,2-4,At molestiae impedit in quasi?,1 months ago,2-4-6,Dolorem adipisci sit sed repellat!,4 months ago,11,6
2,2-4,At molestiae impedit in quasi?,1 months ago,2-4-7,Deserunt quo voluptates amet molestiae totam placeat!,8 months ago,9,5
2,2-4,At molestiae impedit in quasi?,1 months ago,2-4-8,Sed dolores id enim a!,2 months ago,9,4
2,2-4,At molestiae impedit in quasi?,1 months ago,2-4-9,Voluptas dicta distinctio recusandae eius ut aspernatur est incidunt et!,2 months ago,7,9
2,2-4,At molestiae impedit in quasi?,1 months ago,2-4-10,Et dignissimos consequatur!,1 months ago,7,5
2,2-4,At molestiae impedit in quasi?,1 months ago,2-4-11,Quisquam ut est aut!,7 months ago,3,2
2,2-5,Ipsa modi et consectetur debitis?,3 months ago,2-5-1,Aut voluptas sint qui exercitationem unde laudantium sunt quia!,9 months ago,2,5
2,2-5,Ipsa modi et consectetur debitis?,3 months ago,2-5-2,Exercitationem nisi et aut et iure praesentium eos rem sit!,1 months ago,1,11
2,2-5,Ipsa modi et consectetur debitis?,3 months ago,2-5-3,Atque libero temporibus eum!,1 months ago,10,3
2,2-5,Ipsa modi et consectetur debitis?,3 months ago,2-5-4,Ut expedita labore!,7 months ago,8,7
2,2-5,Ipsa modi et consectetur debitis?,3 months ago,2-5-5,Esse aut neque!,4 months ago,5,11
2,2-5,Ipsa modi et consectetur debitis?,3 months ago,2-5-6,Nostrum sit dolor qui deserunt voluptatibus tenetur facere maiores!,2 months ago,2,10
2,2-5,Ipsa modi et consectetur debitis?,3 months ago,2-5-7,Quis quo temporibus commodi corrupti!,2 months ago,7,5
2,2-5,Ipsa modi et consectetur debitis?,3 months ago,2-5-8,Aut iusto quis officiis!,5 months ago,7,9
2,2-5,Ipsa modi et consectetur debitis?,3 months ago,2-5-9,Temporibus suscipit nostrum rerum qui hic itaque nihil!,0 months ago,7,6
2,2-6,Quaerat suscipit esse?,8 months ago,2-6-1,Esse quia distinctio repudiandae!,4 months ago,2,8
2,2-6,Quaerat suscipit esse?,8 months ago,2-6-2,Aut consequatur repellat quia accusamus!,7 months ago,8,2
2,2-6,Quaerat suscipit esse?,8 months ago,2-6-3,Totam veniam nostrum voluptas dolore quae!,8 months ago,3,7
2,2-6,Quaerat suscipit esse?,8 months ago,2-6-4,Eos sapiente magni!,8 months ago,4,7
2,2-6,Quaerat suscipit esse?,8 months ago,2-6-5,Necessitatibus alias dicta molestiae impedit quia et quia!,0 months ago,2,3
2,2-6,Quaerat suscipit esse?,8 months ago,2-6-6,Reiciendis id voluptatem!,9 months ago,3,6
2,2-6,Quaerat suscipit esse?,8 months ago,2-6-7,Et unde fugiat nobis aperiam!,9 months ago,10,9
2,2-6,Quaerat suscipit esse?,8 months ago,2-6-8,Voluptas eligendi reiciendis et deserunt enim quia!,6 months ago,1,4
2,2-6,Quaerat suscipit esse?,8 months ago,2-6-9,Molestiae error quis non debitis!,10 months ago,5,9
2,2-6,Quaerat suscipit esse?,8 months ago,2-6-10,Maiores laboriosam et sit sint!,8 months ago,11,1
2,2-6,Quaerat suscipit esse?,8 months ago,2-6-11,Dicta eum voluptatem qui laboriosam quo assumenda!,0 months ago,2,1
2,2-7,Voluptatibus pariatur assumenda quod exercitationem?,8 months ago,2-7-1,Tenetur sed delectus saepe animi et blanditiis magni numquam repellat!,6 months ago,4,5
2,2-7,Voluptatibus pariatur assumenda quod exercitationem?,8 months ago,2-7-2,Quis aut quia fugiat facilis aliquam quod illo!,9 months ago,2,8
2,2-7,Voluptatibus pariatur assumenda quod exercitationem?,8 months ago,2-7-3,Voluptate libero aut beatae molestiae nulla aut!,11 months ago,6,5
2,2-7,Voluptatibus pariatur assumenda quod exercitationem?,8 months ago,2-7-4,Explicabo porro dicta consectetur!,2 months ago,7,5
2,2-7,Voluptatibus pariatur assumenda quod exercitationem?,8 months ago,2-7-5,Ut tenetur animi eos quis qui ea possimus saepe!,4 months ago,1,4
2,2-7,Voluptatibus pariatur assumenda quod exercitationem?,8 months ago,2-7-6,Qui numquam unde aspernatur!,5 months ago,7,7
2,2-7,Voluptatibus pariatur assumenda quod exercitationem?,8 months ago,2-7-7,Cumque sed quia maiores ea possimus eaque!,1 months ago,11,10
2,2-7,Voluptatibus pariatur assumenda quod exercitationem?,8 months ago,2-7-8,Molestiae ratione nisi quae dolores ea!,10 months ago,4,1
2,2-7,Voluptatibus pariatur assumenda quod exercitationem?,8 months ago,2-7-9,Sed officiis soluta a soluta cupiditate similique!,1 months ago,4,2
2,2-7,Voluptatibus pariatur assumenda quod exercitationem?,8 months ago,2-7-10,Est est praesentium incidunt quo ab!,7 months ago,7,9
2,2-7,Voluptatibus pariatur assumenda quod exercitationem?,8 months ago,2-7-11,Nobis sunt perferendis dolores esse ipsa!,8 months ago,6,4
2,2-8,Voluptate tempore iste possimus inventore quia molestias eos in?,9 months ago,2-8-1,Totam consequatur labore commodi inventore et ducimus!,6 months ago,5,3
2,2-8,Voluptate tempore iste possimus inventore quia molestias eos in?,9 months ago,2-8-2,Ipsam sint aliquam quaerat consequatur nihil ullam aliquam reprehenderit molestiae!,9 months ago,5,6
2,2-8,Voluptate tempore iste possimus inventore quia molestias eos in?,9 months ago,2-8-3,Voluptates et vel ad id architecto maiores dicta sequi accusantium!,2 months ago,1,9
2,2-8,Voluptate tempore iste possimus inventore quia molestias eos in?,9 months ago,2-8-4,Optio eligendi dolorem est et nemo optio occaecati!,8 months ago,7,8
2,2-8,Voluptate tempore iste possimus inventore quia molestias eos in?,9 months ago,2-8-5,Nobis reiciendis fuga!,5 months ago,3,1
2,2-8,Voluptate tempore iste possimus inventore quia molestias eos in?,9 months ago,2-8-6,Rerum nobis tempora a provident!,2 months ago,6,9
2,2-8,Voluptate tempore iste possimus inventore quia molestias eos in?,9 months ago,2-8-7,Reprehenderit autem similique!,1 months ago,4,1
2,2-8,Voluptate tempore iste possimus inventore quia molestias eos in?,9 months ago,2-8-8,Dicta eum eum voluptatem sed laudantium qui odit!,9 months ago,9,4
2,2-9,Et sit soluta velit placeat est?,2 months ago,2-9-1,Animi laborum illo quidem adipisci voluptatem!,10 months ago,2,10
2,2-9,Et sit soluta velit placeat est?,2 months ago,2-9-2,Qui molestias at eos saepe!,6 months ago,9,10
2,2-9,Et sit soluta velit placeat est?,2 months ago,2-9-3,Sed minus cum eius blanditiis!,5 months ago,8,2
2,2-9,Et sit soluta velit placeat est?,2 months ago,2-9-4,Numquam ut culpa minima consectetur ut voluptatibus neque consectetur!,5 months ago,11,3
2,2-9,Et sit soluta velit placeat est?,2 months ago,2-9-5,Est quam illo est fugit!,7 months ago,8,11
2,2-10,Consequatur sit ipsum a qui?,10 months ago,2-10-1,Corrupti dicta cumque dolores!,0 months ago,5,8
2,2-10,Consequatur sit ipsum a qui?,10 months ago,2-10-2,Blanditiis magnam odio voluptas!,9 months ago,4,9
2,2-11,Deleniti non et illum magni rerum ducimus enim sed?,3 months ago,2-11-1,Aut dignissimos mollitia molestias!,5 months ago,9,7
2,2-11,Deleniti non et illum magni rerum ducimus enim sed?,3 months ago,2-11-2,Rerum quia et unde!,8 months ago,5,10
2,2-11,Deleniti non et illum magni rerum ducimus enim sed?,3 months ago,2-11-3,Temporibus sint ut ab voluptatem autem!,2 months ago,2,8
2,2-11,Deleniti non et illum magni rerum ducimus enim sed?,3 months ago,2-11-4,Ab sint cupiditate alias voluptas!,0 months ago,3,10
2,2-11,Deleniti non et illum magni rerum ducimus enim sed?,3 months ago,2-11-5,Officia autem est tempore!,7 months ago,4,3
2,2-11,Deleniti non et illum magni rerum ducimus enim sed?,3 months ago,2-11-6,Et nisi et voluptate magnam velit!,6 months ago,11,9
2,2-11,Deleniti non et illum magni rerum ducimus enim sed?,3 months ago,2-11-7,Voluptatibus aut iusto maiores et eligendi!,6 months ago,3,1
3,3-1,Voluptatibus eum temporibus debitis nisi veniam voluptatum perferendis culpa?,5 months ago,3-1-1,Expedita molestias voluptates!,2 months ago,1,7
3,3-1,Voluptatibus eum temporibus debitis nisi veniam voluptatum perferendis culpa?,5 months ago,3-1-2,Exercitationem praesentium ratione aliquid pariatur ipsa totam ducimus autem sed!,8 months ago,2,9
3,3-1,Voluptatibus eum temporibus debitis nisi veniam voluptatum perferendis culpa?,5 months ago,3-1-3,Itaque quia quis dolorum odit qui fugiat!,4 months ago,4,1
4,4-1,Tenetur ut est aut enim vitae in sunt?,10 months ago,4-1-1,Necessitatibus velit laborum non rerum at et alias provident et!,7 months ago,5,4
4,4-1,Tenetur ut est aut enim vitae in sunt?,10 months ago,4-1-2,Cumque molestias quis!,10 months ago,1,11
4,4-2,Numquam voluptas neque dolor beatae accusamus?,2 months ago,4-2-1,Velit magnam aliquid iure quia delectus totam accusantium esse!,1 months ago,11,6
4,4-2,Numquam voluptas neque dolor beatae accusamus?,2 months ago,4-2-2,Incidunt voluptas enim nihil facere veritatis qui nulla!,1 months ago,6,6
4,4-3,Enim officiis non qui aut inventore rerum voluptate iusto voluptatibus?,9 months ago,4-3-1,Nam molestiae sunt eveniet veniam qui qui tempora pariatur!,6 months ago,7,4
4,4-3,Enim officiis non qui aut inventore rerum voluptate iusto voluptatibus?,9 months ago,4-3-2,Et aliquam et in molestias labore praesentium!,5 months ago,2,11
4,4-3,Enim officiis non qui aut inventore rerum voluptate iusto voluptatibus?,9 months ago,4-3-3,Ullam accusamus natus amet temporibus minus hic voluptatibus quasi atque!,11 months ago,9,10
4,4-3,Enim officiis non qui aut inventore rerum voluptate iusto voluptatibus?,9 months ago,4-3-4,Incidunt necessitatibus molestias voluptatum perspiciatis eos sunt rerum sint libero!,7 months ago,11,6
4,4-3,Enim officiis non qui aut inventore rerum voluptate iusto voluptatibus?,9 months ago,4-3-5,Magni consectetur animi dolor et aliquid!,6 months ago,2,2
4,4-3,Enim officiis non qui aut inventore rerum voluptate iusto voluptatibus?,9 months ago,4-3-6,Est omnis officia qui eum qui!,3 months ago,11,10
4,4-4,Corrupti voluptatem sint voluptas nisi?,7 months ago,4-4-1,Tenetur quaerat quidem at hic dolores praesentium quisquam nostrum dicta!,10 months ago,7,7
4,4-4,Corrupti voluptatem sint voluptas nisi?,7 months ago,4-4-2,Distinctio eaque nam mollitia esse!,10 months ago,6,9
4,4-4,Corrupti voluptatem sint voluptas nisi?,7 months ago,4-4-3,Et similique alias doloremque vero delectus inventore!,7 months ago,11,2
4,4-4,Corrupti voluptatem sint voluptas nisi?,7 months ago,4-4-4,Hic illum a aut est qui asperiores et facilis veritatis!,11 months ago,5,8
4,4-5,Praesentium et tempora blanditiis reprehenderit quibusdam nihil ducimus qui dicta?,0 months ago,4-5-1,Quia aut ut!,10 months ago,5,3
4,4-5,Praesentium et tempora blanditiis reprehenderit quibusdam nihil ducimus qui dicta?,0 months ago,4-5-2,Itaque quis consectetur quae ullam eaque veritatis libero!,1 months ago,7,5
4,4-5,Praesentium et tempora blanditiis reprehenderit quibusdam nihil ducimus qui dicta?,0 months ago,4-5-3,Quis dolorem velit!,8 months ago,11,4
4,4-5,Praesentium et tempora blanditiis reprehenderit quibusdam nihil ducimus qui dicta?,0 months ago,4-5-4,Dolor dolore dolore qui voluptas et!,4 months ago,9,11
4,4-5,Praesentium et tempora blanditiis reprehenderit quibusdam nihil ducimus qui dicta?,0 months ago,4-5-5,Reiciendis ea pariatur quo!,4 months ago,7,7
4,4-5,Praesentium et tempora blanditiis reprehenderit quibusdam nihil ducimus qui dicta?,0 months ago,4-5-6,Perferendis ut eum!,2 months ago,8,5
4,4-5,Praesentium et tempora blanditiis reprehenderit quibusdam nihil ducimus qui dicta?,0 months ago,4-5-7,Dolorum beatae ut sed et voluptatem ducimus autem consequatur!,7 months ago,3,3
4,4-5,Praesentium et tempora blanditiis reprehenderit quibusdam nihil ducimus qui dicta?,0 months ago,4-5-8,Et ut temporibus sapiente qui!,10 months ago,10,9
4,4-5,Praesentium et tempora blanditiis reprehenderit quibusdam nihil ducimus qui dicta?,0 months ago,4-5-9,Accusantium et soluta mollitia!,8 months ago,8,8
4,4-6,Aperiam et aut et consequatur illo?,2 months ago,4-6-1,Modi sapiente non qui optio veritatis dolor ut ratione vel!,7 months ago,8,9
4,4-6,Aperiam et aut et consequatur illo?,2 months ago,4-6-2,Explicabo et et!,1 months ago,4,9
4,4-6,Aperiam et aut et consequatur illo?,2 months ago,4-6-3,Laudantium quaerat rerum occaecati numquam voluptate nemo!,6 months ago,11,10
4,4-6,Aperiam et aut et consequatur illo?,2 months ago,4-6-4,Similique deserunt accusamus sunt!,6 months ago,7,8
4,4-6,Aperiam et aut et consequatur illo?,2 months ago,4-6-5,Numquam laboriosam et reprehenderit ut tenetur enim saepe est similique!,6 months ago,1,6
4,4-6,Aperiam et aut et consequatur illo?,2 months ago,4-6-6,Libero impedit maiores!,0 months ago,2,7
4,4-7,Eligendi saepe quas reprehenderit maxime est vero laudantium aliquam?,5 months ago,4-7-1,Tenetur qui id laudantium illo vitae aut!,11 months ago,6,2
4,4-7,Eligendi saepe quas reprehenderit maxime est vero laudantium aliquam?,5 months ago,4-7-2,Ab ut consequatur labore dignissimos occaecati magnam laborum est eaque!,4 months ago,4,4
4,4-7,Eligendi saepe quas reprehenderit maxime est vero laudantium aliquam?,5 months ago,4-7-3,Dicta voluptas ut aut eveniet delectus earum!,10 months ago,2,1
4,4-7,Eligendi saepe quas reprehenderit maxime est vero laudantium aliquam?,5 months ago,4-7-4,Voluptatem nihil rerum!,8 months ago,2,11
4,4-7,Eligendi saepe quas reprehenderit maxime est vero laudantium aliquam?,5 months ago,4-7-5,Et dicta pariatur delectus ea pariatur nihil dolor quibusdam!,5 months ago,8,5
